age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
49,sels,8,8,8,7,6,6,8,7,7,4,8,7,8,7,8
61,sels,7,7,6,8,8,8,6,7,8,5,5,8,8,3,5
25,sels,6,5,4,9,7,9,7,7,5,8,7,9,3,4,5
65,sels,6,1,6,8,8,8,8,10,3,2,10,10,9,1,2
42,sels,7,9,7,5,7,3,4,2,5,9,7,5,3,3,5
37,sels,6,1,3,8,9,8,8,10,8,1,10,8,2,8,6
22,sels,6,5,1,8,6,9,7,9,1,7,8,9,8,7,9
29,sels,7,3,8,10,6,9,10,8,8,5,3,10,4,2,3
52,sels,4,6,4,10,10,10,5,5,1,9,9,9,8,8,7
46,sels,6,2,6,8,8,10,8,7,4,8,7,8,2,2,2
80,sels,3,10,4,5,4,5,9,10,8,8,10,10,10,10,8
47,sels,10,10,10,10,10,10,10,10,0,0,10,10,10,0,0
64,sels,8,2,7,8,7,7,4,3,2,4,8,5,8,1,5
47,sels,7,1,6,10,9,9,8,8,5,9,9,8,7,1,1
81,sels,3,9,8,8,7,4,6,6,5,9,8,8,1,5,4
53,sels,5,7,5,10,8,2,5,8,2,10,9,8,7,2,2
25,sels,7,3,6,8,8,4,6,6,3,8,6,9,5,3,3
44,sels,5,5,9,10,10,10,10,10,2,5,9,10,5,5,2
56,sels,5,8,2,10,5,5,5,5,1,9,8,9,5,5,4
50,sels,8,10,9,10,8,10,5,5,5,7,3,8,10,2,5
20,sels,8,2,7,8,9,10,10,10,10,7,7,9,3,5,4
38,sels,7,6,8,10,8,7,8,7,7,2,5,7,10,6,4
40,sels,9,5,10,9,9,9,3,3,3,9,4,9,6,5,3
55,sels,0,10,1,10,10,10,7,6,0,0,10,10,10,10,10
58,sels,8,9,9,9,8,9,7,9,4,9,9,8,1,1,3
76,sels,10,0,10,10,10,6,10,10,10,0,0,1,0,10,0
44,sels,8,10,7,9,7,9,6,6,5,7,9,9,9,5,5
50,sels,6,4,6,7,7,0,5,6,4,5,4,7,5,5,6
42,sels,10,7,10,9,10,10,10,10,4,9,6,9,9,2,5
33,sels,10,7,9,9,9,7,9,8,8,3,6,5,7,4,5
38,sels,10,10,10,8,8,2,8,8,3,1,0,8,8,8,0
52,sels,7,5,3,9,8,9,9,7,10,2,5,7,1,2,4
33,sels,10,6,9,10,9,5,10,10,8,8,10,9,2,1,1
61,sels,4,10,8,9,9,6,5,6,5,9,4,9,5,2,5
22,sels,2,10,6,8,4,4,6,7,0,10,10,10,9,5,6
52,sels,2,3,6,1,8,10,3,5,1,8,2,9,2,3,8
23,sels,5,10,10,7,8,4,4,5,2,8,10,10,9,10,8
70,sels,10,4,10,10,10,10,10,9,0,4,10,10,9,9,0
49,sels,8,3,7,8,6,5,8,8,6,3,8,8,7,2,3
53,sels,7,4,7,10,8,10,8,9,2,9,7,9,5,2,2
70,sels,3,10,9,7,10,4,5,8,0,5,10,8,8,8,2
50,sels,5,3,7,8,7,5,5,5,2,7,5,8,5,3,2
82,sels,5,6,8,8,7,5,8,8,2,10,8,10,2,6,4
61,sels,4,10,5,10,10,0,8,8,2,8,10,9,10,9,5
31,sels,6,8,9,7,9,6,4,5,0,10,10,10,9,7,5
53,sels,7,8,7,7,7,4,8,8,8,8,0,7,7,5,6
55,sels,4,2,3,10,8,10,7,10,1,9,10,8,2,2,3
21,sels,4,6,4,8,8,8,5,5,5,8,8,6,8,7,8
77,sels,4,9,4,5,3,6,5,4,7,6,8,7,9,6,5
39,sels,4,1,7,10,10,8,7,3,5,7,0,10,8,1,0
45,sels,10,10,10,7,10,9,7,8,8,8,9,9,7,6,1
68,sels,1,1,1,8,8,2,9,5,2,7,10,9,0,0,5
56,sels,5,2,5,8,7,8,8,9,7,4,5,8,9,8,7
71,sels,7,10,5,9,10,0,9,9,5,8,10,9,2,3,1
54,sels,7,8,3,10,9,9,9,8,3,5,8,9,7,6,5
62,sels,4,7,7,8,8,10,10,10,4,10,10,10,0,0,2
83,sels,6,8,6,8,10,10,4,3,0,8,9,10,5,3,1
37,sels,7,8,8,9,8,9,6,4,8,9,9,8,7,4,4
55,sels,8,6,6,10,10,8,7,7,4,7,6,10,6,2,2
40,sels,3,2,4,8,8,8,5,6,2,5,8,8,4,4,4
20,sels,8,0,2,10,10,5,8,10,2,10,10,10,10,6,2
40,sels,9,8,10,9,9,5,9,9,4,5,8,8,8,8,4
45,sels,5,5,5,10,10,10,8,10,5,5,9,9,5,3,3
73,sels,0,7,7,5,7,9,3,2,0,10,7,10,5,8,5
71,sels,10,10,5,9,9,9,8,8,4,7,8,8,8,5,5
44,sels,7,5,8,10,9,10,7,8,3,10,7,10,5,3,3
70,sels,8,6,8,7,6,6,7,7,8,5,9,7,5,2,2
52,sels,10,6,4,8,10,4,6,3,3,9,10,8,5,2,2
54,sels,6,2,3,8,7,9,8,5,5,5,8,6,3,1,6
51,sels,8,5,8,8,9,9,7,8,7,8,8,8,6,1,3
51,sels,9,10,6,10,10,10,7,7,3,4,10,10,7,7,3
41,sels,3,4,5,10,9,9,9,8,5,1,8,9,10,7,8
18,sels,7,7,5,8,6,1,4,6,4,5,9,7,9,8,8
63,sels,9,9,9,8,8,8,10,9,7,10,7,10,7,2,3
75,sels,10,5,8,10,10,10,8,8,2,4,10,8,8,5,2
54,sels,6,10,8,9,9,10,7,8,1,3,2,9,9,8,5
78,sels,9,7,8,10,10,10,8,9,1,10,10,10,0,0,0
54,sels,8,9,9,10,9,8,7,7,4,7,8,9,5,8,3
24,sels,7,8,5,9,8,9,5,8,6,3,9,5,8,8,7
61,sels,7,10,10,10,10,0,8,9,1,5,9,9,9,7,5
61,sels,5,2,5,8,7,10,6,5,5,10,9,8,4,2,5
28,sels,8,0,8,8,8,0,7,10,3,1,10,9,9,8,5
51,sels,8,7,9,8,8,8,8,8,6,7,8,8,3,8,6
63,sels,5,8,6,7,6,4,7,6,4,4,8,7,4,5,3
58,sels,8,5,9,8,9,1,9,8,8,3,7,5,8,3,4
57,sels,5,5,8,9,8,2,8,9,1,3,8,9,8,7,2
34,sels,8,5,5,8,8,9,8,8,6,3,9,7,4,6,2
19,sels,7,8,9,10,9,6,8,8,1,9,9,9,9,8,3
38,sels,10,10,10,10,10,10,7,7,1,9,8,9,7,0,1
61,sels,10,10,9,10,9,10,8,9,7,8,9,9,5,2,2
44,sels,7,8,4,9,10,8,7,6,4,2,6,7,9,6,2
46,sels,6,6,5,7,7,9,3,4,6,7,7,8,2,5,7
61,sels,3,8,7,8,7,9,7,8,3,6,8,8,8,8,8
65,sels,7,8,7,9,6,4,5,6,4,8,6,9,7,2,1
60,sels,6,8,8,10,10,10,8,8,2,2,8,8,8,8,2
41,sels,8,7,10,10,9,10,10,10,7,8,10,9,9,1,2
56,sels,5,6,10,10,5,10,8,6,2,10,8,10,7,4,2
74,sels,8,9,9,8,8,8,8,7,6,5,8,8,3,6,1
58,sels,3,6,3,5,6,2,5,6,4,2,8,7,8,6,6
63,sels,2,1,2,8,5,6,9,8,3,8,8,9,8,8,8
47,sels,7,3,4,10,9,9,10,9,1,5,10,9,10,1,4
62,sels,7,6,7,8,8,10,7,6,7,7,3,8,3,0,4
56,sels,5,5,5,10,5,10,10,5,5,5,5,5,5,5,5
72,sels,8,8,9,9,8,3,8,7,2,2,5,8,6,6,4
62,sels,5,8,5,6,7,4,9,9,9,2,5,8,5,8,5
56,sels,8,8,8,6,6,8,8,8,6,7,8,8,5,6,6
73,sels,4,7,6,6,5,4,8,6,3,9,1,8,2,4,4
36,sels,7,8,5,10,5,7,7,7,2,9,8,9,8,2,7
20,sels,7,3,7,9,8,8,7,8,6,9,9,10,9,7,3
35,sels,7,5,7,9,8,8,6,8,6,3,8,8,8,6,3
66,sels,7,6,7,8,8,8,6,5,7,4,6,4,6,4,4
60,sels,5,3,5,8,8,9,5,5,9,9,8,9,6,1,2
51,sels,2,2,5,8,7,10,5,1,3,8,7,7,5,5,3
49,sels,8,2,8,8,6,10,8,8,5,3,9,7,7,5,5
44,sels,10,9,10,9,10,10,10,10,9,3,9,10,3,5,5
52,sels,6,8,7,7,7,6,8,7,5,8,6,7,3,3,4
39,sels,8,8,9,8,9,1,10,10,7,9,1,9,5,5,7
67,sels,5,5,5,8,8,6,8,7,2,2,9,9,10,8,5
49,sels,6,1,4,10,8,3,8,8,5,2,1,3,4,2,3
64,sels,1,8,1,10,2,10,5,4,1,10,9,9,1,2,7
41,sels,7,7,4,9,9,8,8,7,5,2,7,5,7,8,4
41,sels,7,9,9,9,8,7,9,9,6,7,8,9,8,2,4
64,sels,9,10,8,8,8,5,8,6,4,3,7,9,6,3,2
37,sels,5,6,8,7,7,8,5,5,3,9,5,7,6,6,6
61,sels,8,7,7,7,8,3,8,8,4,6,9,9,6,3,2
19,sels,2,1,1,8,6,8,3,3,2,8,7,7,7,4,5
56,sels,6,1,5,9,9,10,8,6,7,5,10,8,9,5,4
27,sels,5,6,4,8,8,3,8,9,3,7,8,8,1,3,2
52,sels,4,2,4,8,8,8,8,5,6,9,7,5,4,1,1
56,sels,6,8,8,8,7,5,8,8,6,2,8,8,8,3,7
25,sels,5,4,5,9,8,8,4,4,2,6,6,7,9,9,8
57,sels,7,6,8,10,7,8,8,5,3,4,8,6,7,5,5
45,sels,9,10,10,10,10,10,5,4,0,5,10,8,8,1,2
78,sels,4,8,2,10,9,2,10,8,6,10,8,10,2,5,7
50,sels,7,0,5,8,9,10,8,9,5,4,4,5,1,0,3
64,sels,8,9,9,6,7,2,8,7,4,2,10,7,7,7,2
63,sels,6,9,8,9,8,9,8,7,8,10,8,9,2,4,1
39,sels,10,8,10,10,10,10,10,8,8,8,10,10,2,2,0
34,sels,9,8,7,7,9,9,7,9,5,2,9,8,7,2,2
44,sels,10,6,10,10,10,8,7,6,3,8,5,8,7,8,8
53,sels,6,9,10,10,9,1,10,10,1,7,8,9,10,10,3
64,sels,7,7,8,8,8,10,7,8,2,3,10,9,2,4,2
57,sels,7,6,7,9,9,10,6,7,8,4,9,9,10,8,6
62,sels,4,3,7,10,7,10,10,8,5,7,7,10,9,3,5
30,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
74,sels,6,10,8,9,7,5,8,8,6,1,5,5,4,4,2
17,sels,7,3,9,8,8,8,9,8,5,5,8,9,7,6,3
25,sels,9,8,8,7,9,1,8,8,4,3,9,9,8,8,5
53,sels,6,9,7,8,8,5,6,9,5,9,9,9,9,6,8
32,sels,8,6,7,8,8,8,8,5,2,3,8,6,8,6,3
33,sels,7,3,9,9,9,10,9,9,8,8,9,9,9,8,4
68,sels,5,4,9,10,9,10,5,9,2,5,5,7,8,7,6
48,sels,5,8,10,10,8,10,10,5,6,10,9,9,3,6,5
51,sels,3,9,7,8,6,10,2,8,8,10,2,10,9,3,4
53,sels,7,6,8,8,8,10,7,10,5,10,7,8,3,0,2
76,sels,7,8,8,9,8,10,10,10,6,6,10,9,8,5,1
67,sels,3,4,9,9,7,7,6,8,6,4,6,4,6,5,6
74,sels,6,8,5,5,5,3,5,7,3,7,8,7,3,3,3
72,sels,6,6,8,9,8,2,5,7,3,3,3,7,9,8,6
19,sels,4,7,8,8,4,6,7,5,5,10,10,9,4,3,4
19,sels,7,8,7,8,8,2,9,8,7,10,10,9,4,8,4
42,sels,4,4,3,9,9,9,7,5,5,7,7,6,6,4,6
54,sels,6,4,6,5,7,8,4,5,4,6,5,5,3,7,4
55,sels,8,10,10,8,8,10,9,5,5,4,5,5,0,0,1
54,sels,8,3,7,9,9,10,10,4,4,2,10,4,5,3,3
72,sels,10,6,8,9,5,5,9,6,6,2,6,9,6,7,4
59,sels,10,5,9,10,10,10,10,10,7,1,5,9,5,6,4
57,sels,6,1,3,9,9,9,8,3,3,1,9,7,7,8,4
68,sels,5,3,3,7,7,8,7,3,5,10,9,7,9,6,8
35,sels,10,8,9,7,7,5,8,8,5,8,8,9,2,2,2
42,sels,6,5,5,8,8,8,8,10,7,3,6,9,7,3,2
30,sels,9,6,10,9,7,10,10,10,10,9,10,10,5,4,1
37,sels,10,10,10,9,8,10,5,6,0,9,1,10,10,2,3
64,sels,3,2,6,9,5,10,9,5,1,10,9,10,8,3,4
26,sels,10,10,10,9,9,9,9,8,6,9,10,9,10,9,8
20,sels,5,7,8,8,7,7,9,10,6,9,8,10,7,4,4
27,sels,4,7,5,8,8,3,9,10,9,7,9,7,6,3,2
48,sels,9,5,8,8,8,8,9,9,2,4,9,9,8,3,2
48,sels,5,9,5,9,9,9,4,5,2,8,9,9,7,4,4
34,sels,3,4,8,9,8,9,8,8,5,2,8,7,5,4,3
72,sels,7,10,3,10,10,6,10,10,0,10,10,10,10,10,8
62,sels,6,8,8,9,9,7,8,8,6,2,8,8,8,6,2
76,sels,8,8,8,5,10,10,8,8,2,10,10,10,0,0,0
39,sels,4,4,5,8,8,3,5,9,2,5,7,7,6,5,4
69,sels,3,5,7,10,9,1,6,8,1,10,8,9,8,5,3
76,sels,9,10,10,10,9,1,10,10,2,2,10,9,9,7,2
73,sels,9,10,10,7,9,10,7,9,10,10,10,10,9,6,0
46,sels,9,6,10,10,10,10,8,5,0,7,10,8,5,9,2
62,sels,8,3,9,8,8,7,10,8,8,3,9,8,5,1,3
38,sels,6,4,7,8,7,9,9,9,7,6,5,8,3,3,3
30,sels,8,5,7,8,8,9,8,8,8,4,8,6,3,2,3
69,sels,8,3,6,9,9,9,3,3,1,2,5,6,10,8,9
25,sels,5,2,9,8,6,5,5,3,3,9,7,10,2,3,3
55,sels,1,6,5,8,7,9,5,5,2,10,5,5,8,3,6
46,sels,6,5,7,8,8,4,6,6,3,7,7,8,8,7,7
52,sels,5,2,5,7,7,4,7,7,7,5,4,6,7,2,5
62,sels,9,4,10,9,9,1,9,9,9,3,9,10,8,7,5
20,sels,3,2,5,5,6,5,8,7,4,5,6,7,6,4,6
35,sels,8,10,10,10,8,10,7,6,2,3,10,10,9,7,4
51,sels,6,5,7,9,8,8,10,9,3,5,5,9,7,7,6
51,sels,4,9,7,9,9,9,8,8,6,9,6,9,8,5,5
24,sels,7,0,8,10,10,10,7,7,5,10,8,9,8,2,5
35,sels,9,9,8,9,9,9,8,8,7,6,9,7,5,5,3
28,sels,10,5,10,8,10,5,10,10,8,8,10,9,6,7,5
63,sels,5,8,8,10,8,2,7,8,2,8,0,10,2,2,8
34,sels,5,1,3,9,7,1,10,7,9,9,8,8,8,6,7
37,sels,6,8,6,6,9,5,8,8,5,7,6,8,2,2,4
54,sels,7,5,8,8,8,10,9,9,9,7,6,8,3,1,2
20,sels,3,4,6,8,7,5,8,7,3,7,9,9,8,9,4
53,sels,6,5,6,9,9,7,9,9,3,5,9,7,5,2,2
50,sels,9,9,9,7,9,2,5,9,5,3,2,9,1,3,5
84,sels,5,5,8,8,8,6,6,5,3,4,10,8,4,5,1
20,sels,8,10,7,10,10,10,7,9,3,6,3,7,8,4,3
56,sels,8,6,8,6,9,1,6,8,3,2,9,9,5,9,0
59,sels,5,5,9,10,10,5,5,5,0,10,5,10,8,6,5
20,sels,8,0,7,8,8,5,10,9,8,8,9,9,5,5,2
66,sels,6,7,7,9,9,7,4,7,1,1,8,9,8,7,5
69,sels,5,2,10,10,10,10,10,10,5,10,10,10,10,0,0
39,sels,6,10,8,9,8,8,6,6,3,5,7,9,7,5,6
41,sels,5,2,6,8,9,2,8,9,3,7,8,9,9,2,6
40,sels,6,8,6,8,8,2,5,1,2,8,9,8,8,2,2
34,sels,8,10,8,10,10,10,8,8,5,8,10,9,3,2,1
69,sels,4,5,6,9,7,10,9,9,2,8,9,8,8,1,2
54,sels,6,6,6,8,8,6,5,8,2,4,9,9,4,5,3
49,sels,10,10,10,10,10,10,10,10,5,10,10,10,10,5,3
41,sels,2,5,5,8,9,10,8,7,3,8,8,10,9,0,1
71,sels,6,6,9,10,7,10,8,8,5,5,6,8,10,7,5
63,sels,8,8,9,8,7,5,7,8,7,3,7,6,2,2,2
72,sels,2,5,7,5,3,3,2,2,7,5,8,8,8,5,5
71,sels,5,5,4,9,6,9,7,4,7,7,6,7,8,6,8
57,sels,6,7,6,8,9,9,9,7,8,4,7,6,5,6,4
43,sels,8,5,6,8,8,8,8,5,2,2,6,8,8,5,4
58,sels,8,5,10,8,9,7,7,7,5,4,9,9,10,7,3
25,sels,5,8,8,6,6,2,6,6,2,5,8,8,8,5,3
34,sels,9,8,8,9,7,9,7,8,3,5,9,7,6,2,3
18,sels,8,10,10,6,5,10,10,10,10,9,8,10,10,10,9
61,sels,9,8,9,9,10,10,10,8,5,3,10,8,9,3,1
27,sels,7,3,4,9,8,7,6,5,4,8,8,7,2,2,3
72,sels,7,10,7,10,10,10,7,7,3,10,7,7,7,2,0
45,sels,7,7,10,8,7,9,10,10,9,9,7,8,9,8,8
53,sels,8,8,8,10,6,9,10,10,7,8,10,10,8,5,7
66,sels,8,6,6,9,8,8,9,8,4,6,10,9,6,3,2
55,sels,6,5,7,8,7,7,8,7,4,7,7,8,5,3,3
26,sels,7,2,7,8,7,8,7,7,7,2,8,7,8,7,3
66,sels,9,6,9,9,9,10,5,6,3,7,9,9,4,6,1
72,sels,6,10,7,7,8,8,8,8,3,7,9,9,9,2,3
45,sels,4,6,4,8,9,4,5,5,5,3,8,9,7,7,5
57,sels,7,10,7,6,8,10,7,7,5,8,10,5,0,0,1
33,sels,8,5,7,7,10,3,8,6,8,5,10,9,1,7,6
46,sels,8,0,8,8,9,6,7,2,3,4,7,6,6,0,1
71,sels,6,10,10,9,9,3,10,10,5,10,10,10,8,2,2
72,sels,6,7,6,9,9,8,5,5,6,7,6,7,5,9,7
51,sels,5,8,3,6,5,5,7,8,6,6,9,8,7,8,6
38,sels,8,6,8,8,6,8,8,8,8,2,5,6,8,8,8
61,sels,7,8,8,7,7,3,8,7,3,4,8,7,8,6,3
42,sels,8,0,6,8,8,5,7,8,2,7,8,7,7,5,3
46,sels,7,4,4,10,9,7,6,5,5,5,8,7,4,3,5
55,sels,8,10,10,10,8,7,10,8,5,9,10,10,8,2,5
67,sels,5,5,3,9,6,8,4,5,5,3,7,7,6,5,6
78,sels,8,9,8,8,8,9,4,4,2,9,8,6,2,2,4
68,sels,6,9,10,8,9,7,3,4,5,7,5,4,7,8,8
71,sels,3,8,5,7,7,7,6,6,5,7,4,8,7,2,4
54,sels,6,9,7,9,8,8,9,8,5,6,8,5,8,2,4
30,sels,6,1,7,8,9,7,6,6,2,2,9,9,9,4,5
65,sels,7,2,3,10,8,8,2,2,5,10,5,8,4,1,5
50,sels,7,5,8,9,9,10,8,8,3,4,6,8,8,5,3
31,sels,1,1,2,7,7,8,1,0,1,3,4,7,3,2,8
50,sels,6,5,8,10,9,10,6,6,3,10,10,10,6,3,2
62,sels,9,10,10,9,9,9,5,7,2,4,7,8,8,1,1
71,sels,7,8,8,10,9,6,10,5,3,3,10,10,3,2,1
52,sels,8,8,10,10,8,9,8,8,2,5,7,8,5,4,3
44,sels,6,5,7,10,8,7,9,10,4,5,8,9,9,3,8
65,sels,5,8,8,8,8,5,4,5,5,7,5,8,9,7,5
57,sels,7,5,9,8,8,10,6,6,2,4,6,6,6,3,1
19,sels,8,10,10,9,10,6,6,5,4,10,10,10,8,0,6
77,sels,8,8,9,7,7,10,10,10,9,9,8,9,10,0,0
65,sels,7,5,6,9,9,10,8,8,8,9,9,9,1,1,1
64,sels,8,7,8,8,8,9,9,9,2,5,7,9,7,7,2
42,sels,10,8,10,10,10,10,10,10,6,5,10,8,10,5,4
77,sels,8,9,8,7,8,9,8,8,8,9,8,8,1,7,8
34,sels,8,3,7,9,9,9,9,6,2,8,9,9,10,8,7
42,sels,5,2,5,10,9,10,10,8,8,8,8,8,9,2,3
40,sels,7,9,8,9,9,1,7,7,8,8,10,9,2,1,2
41,sels,5,10,5,7,8,6,7,8,1,8,9,9,6,6,4
64,sels,7,10,7,10,10,5,7,5,0,8,2,10,9,4,1
59,sels,8,4,7,9,7,3,8,8,4,7,5,8,8,6,4
27,sels,10,10,10,2,9,6,10,10,5,0,10,9,10,8,9
81,sels,2,0,0,8,8,10,9,5,2,5,5,8,9,8,10
55,sels,5,5,8,10,8,10,7,5,2,10,9,10,10,10,7
54,sels,5,9,6,10,10,10,4,8,3,9,7,5,9,6,7
31,sels,5,7,7,9,8,9,9,8,6,9,8,7,5,4,4
76,sels,6,7,7,8,8,4,7,7,6,8,8,7,4,2,1
28,sels,5,5,5,5,6,6,7,8,8,4,7,5,4,6,4
52,sels,7,5,7,10,9,10,5,4,3,10,9,7,5,1,3
19,sels,7,6,4,8,8,10,8,9,4,10,10,9,8,8,2
29,sels,9,8,8,9,7,9,9,8,8,5,8,7,2,3,1
70,sels,10,2,8,10,10,7,10,10,0,0,10,6,10,6,5
55,sels,5,3,5,10,7,0,5,5,3,1,5,9,5,7,5
34,sels,5,6,5,9,8,9,6,6,2,9,8,8,8,4,4
47,sels,3,5,8,7,7,9,5,5,5,9,7,8,7,5,5
58,sels,5,3,6,7,8,9,7,5,3,7,9,9,5,2,5
42,sels,6,0,3,10,8,10,6,7,4,8,10,9,1,0,3
54,sels,5,5,5,7,8,6,7,5,3,10,8,8,8,6,5
25,sels,9,7,9,8,8,7,9,8,4,3,8,9,9,6,5
42,sels,7,9,9,8,9,4,8,9,9,8,9,9,2,5,1
37,sels,8,4,7,10,10,10,9,7,9,3,1,8,9,5,8
66,sels,5,5,5,9,8,9,9,8,8,6,9,8,3,4,3
72,sels,5,5,7,10,10,10,9,6,2,10,9,10,10,8,8
79,sels,9,10,9,8,9,9,8,9,5,3,10,9,8,8,3
78,sels,2,5,9,7,8,10,5,5,4,10,8,8,7,4,5
53,sels,4,8,8,8,8,8,8,5,4,8,8,8,10,8,7
46,sels,7,3,6,9,7,3,9,7,5,4,7,7,7,6,6
48,sels,10,7,9,10,10,10,9,8,9,8,7,10,4,3,2
53,sels,7,9,8,8,9,9,7,5,5,7,8,9,6,6,3
22,sels,6,6,8,8,4,3,3,7,2,8,8,8,4,7,4
49,sels,6,2,2,6,7,8,6,8,8,2,9,6,9,9,8
52,sels,7,6,7,8,7,8,6,8,4,8,7,7,6,4,2
70,sels,1,6,4,7,6,7,3,1,9,9,6,5,5,4,7
71,sels,7,2,8,8,8,1,8,7,4,8,6,8,5,8,2
68,sels,5,10,9,10,7,10,8,5,5,9,9,9,4,6,4
26,sels,7,6,7,8,8,6,9,10,8,4,6,6,2,2,3
39,sels,5,2,3,3,8,5,6,4,5,5,5,5,2,2,1
50,sels,5,6,7,10,7,7,5,10,6,6,9,6,4,4,4
45,sels,4,2,4,8,7,6,5,6,2,3,8,6,5,5,3
43,sels,6,8,7,8,7,10,8,6,4,9,9,9,6,8,6
60,sels,7,8,9,10,9,10,9,8,2,6,8,8,3,7,2
42,sels,2,5,6,10,10,10,3,7,3,10,10,6,0,0,6
51,sels,7,10,10,10,10,9,7,2,0,4,5,8,7,7,0
44,sels,8,10,8,10,8,10,10,10,8,2,8,10,8,5,5
51,sels,9,10,7,10,10,8,10,8,7,2,7,7,7,7,6
24,sels,6,6,5,7,8,7,8,7,3,3,10,9,7,4,4
29,sels,6,5,10,10,7,3,10,9,1,5,5,10,5,2,5
47,sels,5,4,6,8,8,8,6,6,8,4,7,7,7,3,4
70,sels,7,8,8,8,8,4,8,7,3,3,7,6,2,2,3
75,sels,2,10,9,9,9,10,3,1,3,9,1,3,1,1,1
58,sels,5,6,9,8,8,8,7,8,8,4,5,7,2,3,3
55,sels,4,8,6,8,8,3,2,4,5,5,8,7,8,7,8
55,sels,2,8,7,8,8,6,10,7,8,7,9,9,1,2,0
31,sels,9,9,7,10,9,7,8,8,8,8,5,10,9,5,3
31,sels,9,8,9,9,8,7,9,7,4,3,9,8,7,6,4
21,sels,4,3,1,8,7,4,4,3,3,3,10,5,9,6,7
35,sels,5,6,6,8,8,9,8,8,8,5,10,10,6,5,6
28,sels,8,2,9,8,8,9,2,4,1,2,7,8,10,5,5
58,sels,3,8,7,9,7,9,3,1,0,10,9,9,7,7,7
55,sels,3,10,7,9,9,10,7,9,5,9,10,9,6,0,0
37,sels,1,5,5,9,9,10,4,4,3,10,9,7,5,1,2
53,sels,9,10,8,10,8,9,8,9,5,2,5,9,2,2,5
32,sels,7,7,7,9,8,7,7,8,5,7,9,9,9,7,6
62,sels,2,2,5,5,4,8,1,0,4,8,5,5,4,1,5
28,sels,7,2,8,8,7,6,4,6,2,5,5,9,3,5,2
49,sels,7,7,5,8,9,3,10,10,8,5,6,9,5,2,1
38,sels,9,7,9,10,9,0,7,8,3,9,9,9,7,5,2
68,sels,10,5,8,10,8,10,9,10,3,2,10,10,9,10,4
66,sels,1,0,7,2,8,9,1,1,6,9,1,10,1,0,1
33,sels,6,8,8,10,10,8,3,2,0,10,10,10,5,1,1
40,sels,5,2,6,8,7,9,7,7,5,8,6,9,9,2,2
72,sels,8,3,8,8,9,3,5,5,1,3,10,5,2,7,2
55,sels,5,8,7,6,7,5,3,3,7,10,7,8,7,6,7
61,sels,5,1,8,9,9,9,6,8,5,10,9,9,1,1,1
32,sels,6,1,6,8,9,9,8,8,5,9,6,10,3,3,3
42,sels,6,8,7,10,8,8,7,4,2,8,6,9,8,10,9
69,sels,10,7,7,10,10,8,4,6,6,2,7,6,4,9,6
19,sels,8,2,8,6,3,0,5,6,5,5,9,7,3,5,3
40,sels,9,6,9,10,8,10,8,9,9,9,9,10,5,2,3
54,sels,7,8,9,9,6,9,6,5,2,10,5,9,2,3,3
32,sels,4,4,5,8,6,7,8,7,3,10,5,8,7,6,2
80,sels,1,6,6,9,7,9,9,3,5,10,6,5,4,2,3
37,sels,6,2,7,5,6,2,8,10,2,7,8,8,6,8,4
57,sels,5,3,4,7,5,7,3,3,4,5,6,5,4,3,5
61,sels,8,0,10,10,9,10,10,10,0,6,10,10,10,9,2
53,sels,7,3,7,8,7,9,6,7,8,7,4,7,4,3,3
67,sels,7,8,10,10,10,10,8,9,2,4,9,10,7,3,5
41,sels,5,0,4,10,9,9,4,7,1,4,7,7,8,9,6
66,sels,8,7,9,9,7,8,9,8,8,3,8,7,8,4,4
25,sels,7,5,5,8,8,9,8,6,7,5,7,4,3,3,3
42,sels,2,4,6,6,6,8,5,6,4,7,5,6,4,5,6
50,sels,9,10,10,6,4,3,8,9,2,9,9,10,2,8,7
44,sels,8,1,7,9,9,9,9,8,8,7,9,9,2,5,1
24,sels,8,5,7,9,10,9,10,9,10,9,8,9,1,0,3
67,sels,8,7,10,10,8,10,9,10,5,2,8,6,2,6,1
38,sels,7,8,6,9,5,5,8,9,5,3,8,8,6,4,4
46,sels,8,0,6,8,9,0,8,8,5,5,5,9,5,5,3
60,sels,6,5,6,5,5,5,5,5,4,4,5,6,6,6,4
23,sels,2,5,4,8,4,5,6,6,3,9,7,6,9,9,5
37,sels,2,2,6,10,10,9,5,2,2,9,5,10,6,5,6
31,sels,10,7,10,8,4,8,10,10,6,2,7,6,6,6,7
43,sels,7,3,4,7,7,10,5,6,3,7,7,7,7,0,3
55,sels,5,3,7,8,6,8,3,4,6,9,7,8,5,5,5
52,sels,10,9,9,9,9,2,9,9,7,8,4,9,9,6,9
29,sels,7,1,10,9,9,7,10,10,10,3,10,8,1,0,0
50,sels,7,7,6,9,9,10,9,9,9,9,7,9,1,1,2
61,sels,3,7,8,8,6,4,7,3,3,9,8,8,1,2,2
20,sels,7,7,10,10,7,2,1,1,2,7,9,8,8,5,6
76,sels,7,9,6,4,6,6,9,10,7,8,8,9,1,2,2
64,sels,5,4,7,10,10,10,8,5,2,10,8,10,8,8,3
